User_ID,Movies_Watched
230,"Julius Caesar, Million Dollar Baby, Kick-Ass, Paycheck, The Blues Brothers, Romeo and Juliet, Othello, Hitch, Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan, Constantine, Bronson, I Am Legend, Look Who's Talking, Tears of the Sun, Superman, The Eagle, Ip Man 2"
231,"Eyes Wide Shut, Lincoln, Fong Sai-yuk II, For a Few Dollars More, RoboCop, Innerspace, The Prestige, Whirlwind, Pirates of the Caribbean: Dead Man's Chest, Maggie"
232,"Raw Deal, Jack Reacher, Grand Prix, Kelly's Heroes, Anna Karenina, Star Trek: The Motion Picture, The Martian, North by Northwest, Rocky III, Zero Dark Thirty, Zoolander, Terminator Salvation, Platoon, The Kingdom, Blood Diamond, The Blues Brothers, Julius Caesar"
233,"Madagascar 3: Europe's Most Wanted, The Aviator, Miracle on 34th Street, Rocky IV, A Bug's Life, Charlie and the Chocolate Factory, Clash of the Titans, Papillon, Project A, Ted 2, Cinderella, Exodus: Gods and Kings, The Assassination of Jesse James by the Coward Robert Ford"
234,"High Plains Drifter, Cross of Iron, Godzilla, John Wick, Smokey and the Bandit II, Terms of Endearment, Lolita, District 9, Total Recall, Big, Lincoln, The Naked Gun: From the Files of Police Squad!, Die Hard 2, Jason Bourne, The Twilight Samurai, The Mummy: Tomb of the Dragon Emperor, The Hunger Games: Mockingjay - Part 2, Dogma, Star Trek"
235,"The Mummy Returns, Beauty and the Beast, Independence Day: Resurgence, Cat on a Hot Tin Roof, Kill Bill: Vol. 2, Earthquake, Tootsie, The Jungle Book, Tangled, Conan the Barbarian, Superman Returns, The Exorcist, Shrek the Third, Demolition Man, Viva Zapata!, Planet of the Apes"
236,"Raw Deal, Porky's, Mallrats, Project A Part II, The Prestige, Terms of Endearment, The Hidden Fortress"
237,"Casper, Point Break, Kiss of the Dragon, Ride with the Devil, Escape Plan, Deep Impact, The Warlords, The Golden Child, The Towering Inferno, Lone Wolf and Cub: Baby Cart in the Land of Demons, Platoon, The Avengers, Some Like It Hot, Mamma Mia!, The Master"
238,"Captain America: The Winter Soldier, The Godfather, Man of Steel, X-Men: The Last Stand, Life of Pi, Underworld: Awakening, X-Men, Toy Story, The Flintstones, Gladiator, Cape Fear, The Dark Knight Rises, Starsky & Hutch, The Lion King, Dead Man's Shoes, Silence, District 9"
239,"Kiss Kiss Bang Bang, The Bourne Supremacy, The Lord of the Rings: Fellowship of the Ring, Iron Monkey, Escape Plan, Annie Get Your Gun, Speed, Young Guns"
240,"Red Heat, Inglourious Basterds, 9 to 5, Cocktail, The Hobbit: The Battle of the Five Armies, Airplane!, The Departed, Sanjuro, Eraser, Licence to Kill, Cat on a Hot Tin Roof, The Grapes of Wrath, Hot Shots!"
241,"Young Guns II: Blaze of Glory, Die Hard, The Adjustment Bureau, Porky's, Kindergarten Cop, Men in Black II, My Best Friend's Wedding, Mad Max, East of Eden, Gladiator, Jason Bourne, The Imitation Game, The Enforcer, Ocean's Eleven, The Other Boleyn Girl, Guys and Dolls, Predator, Indecent Proposal"
242,"Enemy Mine, Spies Like Us, The Black Dahlia, Road to Perdition, The Truman Show, Fong Sai-yuk II, The Fast and the Furious: Tokyo Drift, Godzilla, Beetlejuice, This Means War, Lucky Number Slevin, The Three Musketeers"
243,"The Longest Yard, The Imitation Game, The Three Musketeers, The Hateful Eight, Thor: The Dark World, The Running Man, Ip Man 2, Waterworld, Star Wars: The Force Awakens, Jurassic Park III"
244,"West Side Story, 2001: A Space Odyssey, Superman Returns, From Paris with Love, Gods of Egypt, Rebel Without a Cause, Twin Dragons, Zoolander, The Sound of Music, The King of Comedy, Children of Men"
245,"The Odd Couple, Lethal Weapon 3, From Dusk Till Dawn, Mean Streets, Mission: Impossible, Monsters, Inc., Elysium, Iron Monkey, Star Trek, Mutiny on the Bounty, Von Ryan's Express"
246,"3 Days to Kill, Anchorman: The Legend of Ron Burgundy, Assault on Precinct 13, Broken Arrow, Equilibrium, Smokey and the Bandit, The Sound of Music, Bad Boys II, Ratatouille, Goodbye, Mr. Chips, Dawn of the Dead, Shrek, Shogun's Samurai, Who Framed Roger Rabbit?"
247,"Training Day, The African Queen, The Bourne Identity, Rumble in the Bronx, Dead Poets Society"
248,"Bram Stoker's Dracula, A Knight's Tale, Solomon Kane, The Twilight Saga: Breaking Dawn - Part 1, Shane, The Twilight Saga: Eclipse, Dirty Harry, 12 Years a Slave, Star Trek: Insurrection, Rumble in the Bronx, Downfall, Harry Potter and the Half-Blood Prince, The French Connection, Scarface, Staying Alive, The Abyss, Junior, Transformers: Revenge of the Fallen"
249,"Ant-Man, Iron Monkey, Batman Forever, The Assassination of Jesse James by the Coward Robert Ford, Shanghai Knights, 12 Years a Slave, Top Gun, King Kong, Ride with the Devil, Jingle All the Way, Flying Swords of Dragon Gate, The Flintstones, Liar Liar, Snake in the Eagle's Shadow, Zu Warriors from the Magic Mountain, Ocean's 11"
250,"The Parent Trap, Kung Fu Hustle, Charlie Wilson's War, Schindler's List, It's a Mad, Mad, Mad, Mad World, Intolerable Cruelty, Mad Max 2, Underworld, Jackie Brown, Anna Karenina, Casablanca, Watchmen, Batman v Superman: Dawn of Justice, Momentum, Bram Stoker's Dracula, Letters from Iwo Jima, Invincible, Bill & Ted's Bogus Journey, The Adventures of Sherlock Holmes"
251,"Clear and Present Danger, Indecent Proposal, Samson and Delilah, Lawrence of Arabia, Pete's Dragon, A Beautiful Mind"
252,"300, The Wolfman, The Age of Innocence, The Terminal, Jumanji, Pale Rider, Superman II, Maleficent, Jack Reacher: Never Go Back, Jason and the Argonauts, The Theory of Everything, Terminator Genisys, Merantau, Mary Poppins, Empire of the Sun, The Omen, Once Upon a Time in China II, Star Wars: Episode III - Revenge of the Sith"
253,"Once Upon a Time in China III, Hercules in New York, Sleepy Hollow, Maggie, The Last Temptation of Christ, Pocahontas, Once Upon a Time in the Midlands, The Hidden Blade, Battle Royale, Die Another Day, Samurai II: Duel at Ichijoji Temple, Lone Wolf and Cub: Sword of Vengeance, A Bridge Too Far"
254,"Murder on the Orient Express, The Treasure of the Sierra Madre, Patriot Games, Starsky & Hutch, Dumb and Dumber, What Lies Beneath, Romeo Must Die, Deja Vu, The Replacement Killers, Collateral Damage, Transformers: Revenge of the Fallen, Blood Diamond, Shanghai Knights, The Lego Movie, Philadelphia, For Your Eyes Only, Psycho, Empire of the Sun"
255,"The Hangover Part II, The Expendables 3, Olympus Has Fallen, The Dark Knight Rises, The Man from U.N.C.L.E., The Hunger Games, Flushed Away, From Dusk Till Dawn, Unforgiven, Labyrinth, To Kill a Mockingbird"
256,"Mutiny on the Bounty, Papillon, Watchmen, Mission: Impossible - Ghost Protocol, The Transporter, Mission: Impossible - Rogue Nation, I, Robot, Shakespeare in Love, Momentum, Madagascar: Escape 2 Africa, JFK, East of Eden, Pocahontas, Way of the Dragon"
257,"Layer Cake, Night at the Museum, Doctor Strange, Sleepy Hollow, Event Horizon, Footloose, Skyfall, The Kingdom, Hot Rod, The King's Speech, The African Queen, Cocktail, Star Wars: Episode IV: A New Hope, Ong-Bak, Mad Max 2, RoboCop, The Girl with the Dragon Tattoo, The Bodyguard"
258,"Dogma, The Firm, Black Hawk Down, The Truman Show, Stakeout, Superman III, Escape Plan, Twin Dragons, Die Hard, The Black Dahlia, Kindergarten Cop, Where Eagles Dare, Convoy"
259,"Star Trek II: The Wrath of Khan, Hugo, Drive, Rebel Without a Cause, Armageddon, The Hunchback of Notre Dame, Mission: Impossible, Man On Fire, The Master"
260,"The Karate Kid, A Better Tomorrow, Kramer vs. Kramer, The Parent Trap, The Witches of Eastwick, Cleopatra, We Are Marshall, Midnight Cowboy, Batman Forever, No Country for Old Men, Lolita, The 39 Steps, Conan the Destroyer, Children of Men, Drunken Master, Gone with the Wind, Rogue One: A Star Wars Story"
261,"28 Days Later, The Towering Inferno, The Robe, Miller's Crossing, Dr. No, The Amityville Horror, The Hound of the Baskervilles, Flatliners, The Warlords, Twister"
262,"Ferris Bueller's Day Off, Three Men and a Baby, Indecent Proposal, Mamma Mia!, Crimson Tide, Space Cowboys, Viva Zapata!, The Long Riders, The Hidden Fortress, Star Trek, For Whom the Bell Tolls, Enter the Dragon, The Great Escape"
263,"Peter Pan, Last Action Hero, Matchstick Men, Mutiny on the Bounty, Inherent Vice, Jackie Brown, The Revenant, Porky's, Inside Llewyn Davis, The 6th Day, Day Watch, Smokey and the Bandit II, The Mighty Ducks, The One"
264,"The Young Master, The Hound of the Baskervilles, The Ladykillers, Invincible, South Pacific, The Spy Who Loved Me, Eyes Wide Shut, Crouching Tiger, Hidden Dragon: Sword of Destiny, Ocean's Twelve, A Better Tomorrow"
265,"The League of Gentlemen's Apocalypse, Underworld: Awakening, Clerks, The King's Speech, Out Of Africa, Hard Target, Kick-Ass, Under Siege"
266,"The Chronicles of Narnia: Prince Caspian, Blade II, Enemy Mine, Sin City, Moana, War of the Worlds, Saturday Night Fever, The Usual Suspects"
267,"The Misfits, The Sound of Music, Training Day, Near Dark, Mad Max 2"
268,"Oliver!, Sherlock Holmes: A Game of Shadows, The Omen, Metropolis, The Magnificent Seven, Superman III, Transformers: Dark of the Moon, A Knight's Tale, Indecent Proposal, The Return of the Pink Panther, Demolition Man, The Diary of Anne Frank, Mary Poppins, Lone Wolf and Cub: Baby Cart in the Land of Demons, Departures, Ichi the Killer, I, Robot"
269,"Unbroken, Gran Torino, Mulan, Monsters, Inc., Once Upon a Time in China, The Hound of the Baskervilles"
270,"Shakespeare in Love, A Farewell to Arms, Frost/Nixon, Raging Bull, Cleopatra, Old Yeller, Jingle All the Way, Alien 3, Knight and Day, Raw Deal, 21 Grams, Liar Liar, The Martian, Ghostbusters, The Towering Inferno, Spies Like Us"
271,"The Exorcist, Zatoichi, The Amazing Spider-Man, The Hunger Games: Mockingjay - Part 2, G.I. Jane, Blazing Saddles, Doctor Zhivago"
272,"Looper, Zatoichi, Jason Bourne, Porky's, The Goonies, Point Break, Southpaw, Deep Impact, Hellboy, U.S. Marshals, Road to Perdition, Bronson, The Incredible Hulk, The Lost Boys, The Long Riders, Shogun's Samurai, Indiana Jones and the Last Crusade, The Ladykillers, Ocean's Twelve"
273,"Fast & Furious 6, Moonraker, Star Wars: Episode III - Revenge of the Sith, Batman Returns, Hot Rod, xXx, Conan the Barbarian, A Better Tomorrow II, Happy Feet Two, Airplane!, Godzilla, My Big Fat Greek Wedding, Olympus Has Fallen, The Beach, Joan of Arc, Die Hard 2, 101 Dalmatians"
274,"Easy Rider, Mesrine Part 1: Killer Instinct, Rush Hour, Fantastic Beasts and Where to Find Them, Beetlejuice"
275,"Once Upon a Time in the Midlands, Every Which Way but Loose, Dune, Harry Potter and the Deathly Hallows - Part 2, The Pelican Brief, Armour of God II: Operation Condor, Ransom, Cast Away, Point Break, What Lies Beneath, Jaws 2, Lucky Number Slevin, Gentleman's Agreement, Mrs. Doubtfire, Dragon Tiger Gate, Mars Attacks!, Unleashed, Flying Swords of Dragon Gate, Prometheus"
276,"Shaun of the Dead, Fist of Fury, Once Upon a Time in China II, Meet the Fockers, I Am Legend, The Young Master, Dawn of the Planet of the Apes, The Karate Kid, Part II, Viva Zapata!, Midnight Cowboy, The Secret Life of Pets, Lone Wolf and Cub: Baby Cart to Hades, Dr. Dolittle, Gladiator, Paycheck, Rambo: First Blood Part II, Happy Feet, Training Day"
277,"Twins, Southpaw, My Big Fat Greek Wedding, Jack Reacher, Doctor Zhivago, The Amazing Spider-Man, Fight Club, The Best Exotic Marigold Hotel"
278,"Terminator 3: Rise of the Machines, Kick-Ass, Ocean's Twelve, Lone Wolf and Cub: White Heaven in Hell, The Naked Gun: From the Files of Police Squad!, Around the World in 80 Days, Zu Warriors from the Magic Mountain, Men in Black II, High Plains Drifter, The Avengers, Django Unchained, Captain America: Civil War, GoldenEye, Bill & Ted's Excellent Adventure, Leon, Ben-Hur, Armour of God"
279,"The Jungle Book, Mandela: Long Walk to Freedom, Blue Steel, Viva Zapata!, Star Trek VI: The Undiscovered Country, King Kong, Winners and Sinners, Hard Target, Once Upon a Time in China, A Streetcar Named Desire, From Russia with Love, Interview with the Vampire: The Vampire Chronicles, Lucky Number Slevin, The Bushido Blade, The Warlords, Close Encounters of the Third Kind"
280,"Conan the Barbarian, X-Men: First Class, Papillon, The Absent-Minded Professor, Kill Bill: Vol. 2, Straw Dogs, Samurai Reincarnation, Every Which Way but Loose, Throne of Blood, Waterworld, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The Way of the Gun, Dracula, The Beach, Ocean's Eleven, Raging Bull, The 6th Day, Black Death, Young Detective Dee: Rise of the Sea Dragon, Indiana Jones and the Kingdom of the Crystal Skull"
281,"Blade, Sudden Impact, Jaws 2, Meet the Parents, The Charge of the Light Brigade, Anna Karenina, Blade: Trinity, Butch Cassidy and the Sundance Kid, Dragon, Lolita"
282,"War and Peace, You Only Live Twice, Maleficent, Bridge of Spies, The Charge of the Light Brigade, Down Terrace, Smokey and the Bandit, Miracle on 34th Street, Sicario, Aladdin, How the Grinch Stole Christmas, The Diary of Anne Frank, Ransom, The Return of the Musketeers, Point Break, Steve Jobs"
283,"The Prestige, Gone with the Wind, Frankenstein, Zoolander, Steve Jobs, Pirates of the Caribbean: At World's End, Grand Prix, Legend, My Big Fat Greek Wedding, Monsters University, Bonnie and Clyde, Scarface, Out Of Africa, The Way of the Gun, Captain America: Civil War, The Eagle, 3:10 to Yuma"
284,"The Absent-Minded Professor, Blade, Ghostbusters II, Game of Death, How the Grinch Stole Christmas"
285,"Casino, Dragon Fist, Live and Let Die, Revenge of the Pink Panther, The Good, the Bad and the Ugly"
286,"RoboCop, Back to the Future Part III, Crocodile Dundee II, The Adventures of Robin Hood, Lolita"
287,"The Second Best Exotic Marigold Hotel, The Four Musketeers, Mission: Impossible III, Sicario, Conan the Destroyer, Ip Man 3, Tangled, The Parent Trap, 21 Jump Street, Von Ryan's Express"
288,"Around the World in 80 Days, Moonstruck, Batman & Robin, Sands of Iwo Jima, Anastasia, Frankenstein, Annie, Watchmen, The Master, Fast & Furious 6, Indiana Jones and the Last Crusade"
289,"Love and Honor, Unforgiven, Zu Warriors from the Magic Mountain, Young Frankenstein, Clerks, Mulan, Speed, The Assassination of Jesse James by the Coward Robert Ford, Mamma Mia!, Moana, Kung Fu Panda 2, Earthquake, Alice in Wonderland, Constantine, The Secret Life of Pets, Bad Boys, Catch Me If You Can"
290,"The Best Exotic Marigold Hotel, Strangers on a Train, Gods of Egypt, Ichi the Killer, Terms of Endearment, Cleopatra"
291,"El Cid, Frankenstein, Total Recall, Star Trek: First Contact, Lone Wolf and Cub: Baby Cart to Hades, Tootsie, The Color of Money, Collateral Damage, This Means War, War and Peace"
292,"Robin Hood: Prince of Thieves, Tomorrow Never Dies, Fiddler on the Roof, High-Rise, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Thunderball, A Life Less Ordinary, Free Fire, Harry Potter and the Prisoner of Azkaban, Man of Steel, Star Trek IV: The Voyage Home, The Godfather Part II, Red Cliff II, Trance"
293,"K-19: The Widowmaker, Last Action Hero, Point Break, 47 Samurai, Back to the Future Part II, Harry Potter and the Philosopher's Stone, Scarface, Mission: Impossible II, Lethal Weapon 3, Harry Potter and the Chamber of Secrets, The Return of the Pink Panther, Samurai II: Duel at Ichijoji Temple"
294,"The Wolfman, Mrs. Doubtfire, Ali, The French Connection, Assault on Precinct 13, The Greatest Story Ever Told, Titanic, The Pelican Brief, The Addams Family, Magnum Force"
295,"Night of the Living Dead, Battle Royale, The Deer Hunter, True Grit, From Here to Eternity, Independence Day: Resurgence"
296,"East of Eden, Fong Sai-yuk II, The Mask, Gremlins 2: The New Batch, Kelly's Heroes"
297,"Star Trek II: The Wrath of Khan, King Solomon's Mines, Star Wars: Episode V - The Empire Strikes Back, The Matrix Reloaded, The Poseidon Adventure, The Ladykillers, The Hunchback of Notre Dame, Bad Santa 2, The Counsellor, For Whom the Bell Tolls, District 13: Ultimatum, Moulin Rouge, Dragon Fist, Julius Caesar, The African Queen"
298,"Fast Five, The Smurfs, Mr. Smith Goes to Washington, Gunfight at the O.K. Corral, The Bourne Identity, Clash of the Titans, Night of the Living Dead, The Towering Inferno, National Treasure: Book of Secrets, Junior, Harry Potter and the Deathly Hallows - Part 2, Spartacus, Sunshine"
299,"How to Train Your Dragon, The Mummy: Tomb of the Dragon Emperor, Lethal Weapon 3, The Warlords, Outlander, All Quiet on the Western Front, Despicable Me 2, Birdman, The Mummy, Goodfellas, Dragon, The Wizard of Oz, 22 Jump Street, Star Trek: The Motion Picture, Rebel Without a Cause, Stir Crazy, Half a Loaf of Kung Fu, Cinderella"
300,"Sleeping Beauty, Enemy of the State, Easy Rider, 21 Grams, The Graduate, Invincible, Joan of Arc, Star Wars: Episode V - The Empire Strikes Back, Spider-Man 2, The Guns of Navarone, One Flew Over the Cuckoo's Nest, Mesrine Part 2: Public Enemy Number 1, Up, Cat on a Hot Tin Roof, Kick-Ass, Coogan's Bluff, Shallow Grave, Last Action Hero, Lethal Weapon 4, Mr. & Mrs. Smith"
301,"You Only Live Twice, Samurai I: Musashi Miyamoto, A Fistful of Dynamite, Sully, Looper, Iron Man, Rashomon"
302,"Junior, The Flintstones, The Incredible Hulk, Sausage Party, Shane, Captain America: The Winter Soldier, The Firm, Invincible, Chocolat"
303,"Tears of the Sun, Toy Story, Magnum Force, King Solomon's Mines, Teenage Mutant Ninja Turtles, The Silence of the Lambs, Ferris Bueller's Day Off, Tangled, Snake in the Eagle's Shadow"
304,"Young Guns, Southpaw, Planet of the Apes, Die Hard: With A Vengeance, Rush, Sausage Party"
305,"Men in Black 3, Sin City, Anna Karenina, Thunderball, My Big Fat Greek Wedding, Gods of Egypt, Ichi the Killer, Lethal Weapon 4, Mutiny on the Bounty, Monsters, Inc., The Last King of Scotland, The Master, The Incredible Hulk, The Blues Brothers, Poltergeist, The Tale of Osaka Castle, Every Which Way but Loose"
306,"Ben-Hur, Shane, Anna Karenina, It's a Wonderful Life, Sin City, The Longest Day, Jurassic Park III, Young Frankenstein, Magic Mike, Strangers on a Train, Smokey and the Bandit, Fast & Furious 6, RocknRolla, Superman II, The Hobbit: The Battle of the Five Armies"
307,"Interview with the Vampire: The Vampire Chronicles, Hang 'Em High, Kramer vs. Kramer, Pulp Fiction, Good Night, and Good Luck, The Lord of the Rings: Return of the King, Chariots of Fire, The Lion King, To Have and Have Not, Shrek, Dawn of the Dead"
308,"Star Trek, Inglourious Basterds, Planet of the Apes, Austin Powers: The Spy Who Shagged Me, Swiss Family Robinson, Earthquake, Rambo: First Blood Part II, Pocahontas, Annie Hall, Life of Pi"
309,"Dead Poets Society, Spartacus, Monsters, Inc., Drunken Master, The Abyss, A Life Less Ordinary, Speed, Dragon Fist, 22 Jump Street, Suicide Squad, King Kong vs. Godzilla, Master and Commander: The Far Side of the World, The Other Boleyn Girl"
310,"It's a Mad, Mad, Mad, Mad World, Million Dollar Baby, Airport 1975, District 9, Some Like It Hot, Alice in Wonderland, The Flintstones, Prometheus, The BFG, Way of the Dragon, Viva Zapata!, Annie Get Your Gun, Mission: Impossible, End of Days"
311,"Lone Wolf and Cub: Baby Cart to Hades, The Dead Pool, Finding Dory, The Avengers, Coogan's Bluff, Psycho, Metropolis, Quantum of Solace, Pete's Dragon, A Knight's Tale, Bedknobs and Broomsticks, A Prophet"
312,"Shanghai Knights, Commando, The Hobbit: An Unexpected Journey, Warrior King, Kill List"
313,"Broken Arrow, A Place in the Sun, Once Upon a Time in America, War of the Worlds, Unforgiven, Jingle All the Way, The Age of Innocence, Shallow Grave, Ice Cold in Alex, Red Cliff II"
314,"The Killers, The Three Musketeers, The Punisher, The Expendables 2, The Hateful Eight, Ben-Hur, The Theory of Everything, Sense and Sensibility, RocknRolla"
315,"Fist of Legend, Cocktail, The Three Musketeers, Underworld: Awakening, Dogma, Evan Almighty, Seven Samurai, Lethal Weapon 3"
316,"Raw Deal, The Last Samurai, The Amazing Spider-Man 2, Spider-Man, Twilight, A Better Tomorrow II"
317,"Star Wars: Episode III - Revenge of the Sith, The Three Musketeers, The Godfather, Conan the Barbarian, Airport 1975, Under Siege, Up"
318,"John Wick, Guys and Dolls, A Better Tomorrow, Stakeout, Goodfellas, Rumble in the Bronx, The Dark Knight Rises, Cars, Moulin Rouge, Dog Day Afternoon, The Alamo, Casper, Timecop"
319,"Clash of the Titans, Armour of God II: Operation Condor, Dragon Fist, The Muppet Movie, Star Wars: The Force Awakens, Star Trek II: The Wrath of Khan, A Better Tomorrow, The Rocky Horror Picture Show, The Pelican Brief, Now You See Me, RoboCop, Empire of the Sun"
320,"The Godfather, Star Trek: First Contact, The Hateful Eight, Anna Karenina, What Lies Beneath, The Big Boss, Yojimbo, The Four Musketeers, Where Eagles Dare, Twister"
321,"Chappie, Gravity, Midnight Cowboy, Dumb and Dumber, Paycheck, Rush, Angels & Demons, Taxi Driver, Beverly Hills Cop II, Unbroken, The Mask, The Amazing Spider-Man, Black Rain, Around the World in 80 Days, Big"
322,"Trance, Bill & Ted's Excellent Adventure, Gunfight at the O.K. Corral, The Last Temptation of Christ, Meet the Parents, Master and Commander: The Far Side of the World, The Naked Gun: From the Files of Police Squad!, Cannonball Run II, Harry Potter and the Goblet of Fire, The Searchers, The Dark Knight Rises, Patriot Games, The King and I, Star Trek VI: The Undiscovered Country, Moulin Rouge, Mr. Holland's Opus, Punch-Drunk Love, The Departed"
323,"Superman II, 20,000 Leagues Under the Sea, Snake in the Eagle's Shadow, The Prestige, Transformers: Revenge of the Fallen, Fast Five, RoboCop, Once Upon a Time in the Midlands, It's a Wonderful Life, A Streetcar Named Desire, Ice Cold in Alex, Saturday Night Fever, Memento, The Magnificent Seven, The Graduate, A Bug's Life, Underworld: Awakening, The Twilight Saga: Eclipse, The Hunger Games: Mockingjay Part 1"
324,"The Shootist, Jason Bourne, Slumdog Millionaire, King Kong, Spectre, Annie Hall, Ip Man 2, Merantau, Miller's Crossing, The Great Escape, Oklahoma!, Home Alone, Scott Pilgrim vs. the World"
325,"Mesrine Part 1: Killer Instinct, The Running Man, Sleepy Hollow, La Dolce Vita, Beyond Outrage, The Jerk, The Fall of Ako Castle, Kramer vs. Kramer"
326,"Frankenstein, The Mummy, Maleficent, Ong-Bak 3, Avatar, Star Trek: First Contact, Moonraker, Underworld, Prometheus, Brooklyn's Finest, Die Hard 2, The Killer, A Better Tomorrow II, Interview with the Vampire: The Vampire Chronicles, Snow White and the Seven Dwarfs, Chocolat"
327,"Jurassic Park III, Rocky, Some Like It Hot, Beauty and the Beast, Saturday Night Fever, The Poseidon Adventure, Smokey and the Bandit"
328,"Mean Streets, Police Academy, A Streetcar Named Desire, Finding Nemo, Flash Gordon, Cloudy with a Chance of Meatballs 2, Footloose, Dog Day Afternoon, The Golden Child"
329,"Inside Out, Oklahoma!, Shaun of the Dead, The Kingdom, What Women Want, Twinkle, Twinkle Lucky Stars, Collateral, Alien, Psycho"
330,"The Usual Suspects, The Wizard of Oz, U.S. Marshals, The Public Enemy, The Mighty Ducks, Underworld: Blood Wars"
331,"The Assassination of Jesse James by the Coward Robert Ford, The Odd Couple, Moulin Rouge, Spider-Man 3, Rocky IV, The Lives of Others, Paths of Glory, Cradle 2 the Grave, Invincible"
332,"Die Hard, The Bridge on the River Kwai, Police Story 3: Super Cop, Kickboxer, The Matrix Revolutions, Miss Peregrine's Home for Peculiar Children, The Hidden Fortress, Brokeback Mountain, Cocktail, Rain Man, The Hound of the Baskervilles, What's New Pussycat?, Sucker Punch, Rebel Without a Cause, One Flew Over the Cuckoo's Nest, The Blues Brothers, All Quiet on the Western Front"
333,"Universal Soldier, 21 Grams, The Karate Kid, Part II, Live Free or Die Hard, Bullitt, Ong-Bak 2, Dinosaur, The Bushido Blade, There Will Be Blood, Good Morning, Vietnam"
334,"Punch-Drunk Love, Porky's, Chariots of Fire, Iron Man, American Beauty, Half a Loaf of Kung Fu, Rio Bravo, The Twilight Saga: New Moon, Project A, Hercules in New York, Jason Bourne"
335,"Tora! Tora! Tora!, A Place in the Sun, Despicable Me, Hugo, Sabotage, Ocean's 11, Mr. Holland's Opus, Up, Zero Dark Thirty, National Lampoon's Animal House, Sleepless in Seattle"
336,"The Master, A Prophet, Eraser, Bad Boys II, The Seventh Seal, Spies Like Us, Some Like It Hot, Unbreakable, Dragon Fist, The Amazing Spider-Man, Rocky IV, One Flew Over the Cuckoo's Nest, Casino Royale, The Unforgiven, Ikiru, District 13, Final Fantasy: The Spirits Within, It's a Wonderful Life, The Raid 2, Romancing the Stone"
337,"My Fair Lady, Love and Honor, Robin Hood, Star Trek VI: The Undiscovered Country, Moulin Rouge, Shooter, Julius Caesar, Ransom, Independence Day, House of Flying Daggers, Good Night, and Good Luck, Gandhi, Braveheart, On the Waterfront, Wayne's World, X-Men, The Enforcer, Super Size Me"
338,"The Forbidden Kingdom, A Beautiful Mind, Police Story, Mission: Impossible, Underworld: Rise of the Lycans, Shrek the Third, Born on the Fourth of July, The Full Monty"
339,"The Hateful Eight, Mamma Mia!, Underworld: Evolution, American History X, Singin' in the Rain, The Hunger Games, The Return of the Musketeers, Looper, Red Cliff II, Charlie and the Chocolate Factory, Harry Potter and the Deathly Hallows - Part 1, The Robe, American Gangster"
340,"Papillon, Casino Royale, Total Recall, Bram Stoker's Dracula, Gran Torino, Cast Away, Spartacus, Austin Powers: The Spy Who Shagged Me, The Bridge on the River Kwai, Outland, Birdman, Half a Loaf of Kung Fu, The Bourne Supremacy, Police Story 2, 3 Days to Kill, Ong-Bak 2, Snatch, Ong-Bak, Dune"
341,"Love Story, Gunfight at the O.K. Corral, Memento, From Dusk Till Dawn, Doctor Zhivago, Tomorrow Never Dies, Shanghai Noon, City of God, The Addams Family, Godzilla, King Kong, The Village, Legend, Fast Five, The Magnificent Seven, Nippon tanjo, In the Line of Fire, Conan the Barbarian"
342,"Rocky IV, Frankenstein, A Better Tomorrow III, Rumble in the Bronx, Once Upon a Time in the West, Ice Age: Dawn of the Dinosaurs, Layer Cake, Apocalypto, My Fair Lady, Love and Honor, The Last of the Mohicans, Solaris, Ratatouille, Elysium, Terminator Genisys, The Truman Show, Shaun of the Dead, Samurai III: Duel at Ganryu Island, Way of the Dragon"
343,"The Robe, Air Force One, Lone Wolf and Cub: White Heaven in Hell, Lone Wolf and Cub: Baby Cart at the River Styx, U.S. Marshals, Harry Potter and the Order of the Phoenix, Game of Death, Monsters University, The Getaway, Bruce Almighty, The Towering Inferno, The Girl with the Dragon Tattoo, Smokey and the Bandit, The Bourne Identity"
344,"The Princess Bride, Amistad, The Firm, It's a Mad, Mad, Mad, Mad World, Some Like It Hot, Lady and the Tramp, Shame, Shanghai Noon, Shrek 2, Inherent Vice, Miracle on 34th Street, Licence to Kill, WALL-E, Love and Honor, Seven Swords, The Magnificent Seven, The Assassination of Jesse James by the Coward Robert Ford"
345,"Clear and Present Danger, The Simpsons Movie, My Lucky Stars, The Hound of the Baskervilles, Pirates of the Caribbean: On Stranger Tides, Man of Steel, The Blues Brothers, Batman Returns, Casablanca"
346,"You Only Live Twice, 20,000 Leagues Under the Sea, Centurion, Time Bandits, Out Of Africa, Frost/Nixon"
347,"Pearl Harbor, The Parent Trap, Brokeback Mountain, A Clockwork Orange, Bloodsport, Duel, Death Proof, The Expendables 2"
348,"Live Free or Die Hard, Ted, Lone Wolf and Cub: Baby Cart in Peril, The Other Boleyn Girl, Dr. Dolittle"
349,"Dragon Fist, Rocky, Zu Warriors from the Magic Mountain, Jumanji, Elysium, Key Largo"
